Id,Hotel_name,Review_Title,Review_Text,Rating
588,Redsun Serviced Apartments,Review about my experience in Redsun,Had a good time with the Redsun room for my job related boarding. But service from them is below average. They have offered a great room with the affordable cost. If they have provided the food in affordable cost will be better. They should give better service. But I'm good with their rooms.,43.0
589,JP Hotel,,Not good... A/c was not working .changed room but still had a weak a/c,60.0
590,Bell Hotel Chennai,1.11111111111111E+056,1.11111111111111E+249,86.0
591,Peace Inn,Good facilities and clean room,Overall good to stay. Facilities and room are good. People are very cooperative. The facilities mentioned at the time of booking was said all provided. The room is very clean. Breakfast and room service are very good.,100.0
592,Raj Residency,Worst room on make my trip,"Completely unhygenic. Full of bad smell. Smelly bedsheets & spotted smelly pillows. Wash room in a pathetic condition. Old manual lift working in its own hammering style. Room intercom telephone dead. No power backups. No soap in wash room, no spray jet for western style toilet sheet. Grounds full of dirt & spot layers. Mirror in wash room couldnot be used to see your clean face. You may see mr. Ompuri in yourself.",29.0
593,FabHotel Blossoms T Nagar,Location is very good near T.Nagar,"Location is very good near T.Nagar, the best market area. We passed leisure time to stroll the market. Breakfast was free in the restaurant in the ground floor. The persons in the reception were well behaved and sober.",71.0
594,The Chariot,,it was horrible,20.0
595,The Residency Chennai,,"Overall stay was good. However, the Wi-Fi was not working. We had to call them multiple times to fix it. It gets fixed for some time and then again they would stop working. This was the only thing that we didn't like about this hotel.",80.0
596,Somerset Greenways,Good stay,"Too much good experience with hospitality, cleanliness, facility and privacy and good value for money... To keep mind relaxing... Keep it up... Wanna visit other properties by this Somerset people.",100.0
597,The Raintree,,"Great service, clean room and nice ambiance. I stayed with my family and we had a good time. I would recommend not just for business stays but also for families.",100.0
598,Regency Royal Paris,Well maintained property with good surroundings,The destination of this hotel is very nice. The building is very wonderful. Actually I love that place and the room service was good. Bathroom are neat. When I was stayed in that hotel I loved those food. Surrounding location was good. I thank to all of us who served me.,71.0
599,Savera,Nice stay and good services,"I liked the hotel, people are very nice, good service. But the room in which I was staying 411 would have smoking smell though it was a non smoking room. Ambience was pleasant, it had pool side hotel too, Swimming pool was also accessible for the guest, we enjoyed that too.",86.0
600,Victoria,Overall nice stay,Staying there for business purposes is OK since it's near to egmore station. Also food option outside is really good. Staff were cordial. Food in the hotel was a bit expensive so better to try outside. In breakfast not more options were there. Overall it was a nice stay.,71.0
601,Mars,Average stay,"Close to airport. Vicinity is very crowded. Clean rooms and room service is very expensive. One tea will cost you Rs. 30. Check AC at room. No Hindi channels, TV is too small and language problem with staff. Over all it's ok hotel. Don't expect from here during your stay.",57.0
602,The Residency Chennai,,Stay was comfortable and service is good & satisfactory,80.0
603,Star City Serviced Apartments,Best place for families,"We family had a 4 day stay in this hotel. This hotel is located close to the main shopping district. This service apartment is really worth for money. The big rooms offer a peaceful stay and we were pleasantly surprised with the cleanliness, staff reception, safety etc. Staff were very courteous and helpful. Had a great time and will recommend my friends too.",71.0
604,"The Raintree, St. Mary's Road",,"We had a very good stay. All the staff were attentive and helpful particularly my special needs for a man of 84 years old.
However the room was not adequately furnishes. Needs at least 2 chairs for husband and wife to sit and  drink Tea.",80.0
605,Taj Club House,Truly wonderful stay!,"This is a wonderful hotel - absolutely five-star service throughout the property! Everyone made me feel welcomed and valued. Plus, the breakfast is sumptuous, and the Indian restaurant is quite amazing!",100.0
606,The Kings,Hotel is fine,"Over all hotel is fine and staff is quite good, hotel interior is good and cleaned is fine, only language problem occur some time. Overall it is good.",65.0
607,Lotels Hotel,Worst experience with poor maintenance,"The place where the hotel is situated is very bad. Room service, food and beverages, front office, appearance of the hotel and room size are not at all good. It was a worst experience. I cannot tell more than this, because nothing is there in that to tell. Restaurant service was very bad and no other activities in the hotel.",29.0
608,Hotel Pandian,,"Wonderful staff, you can't beat this place for the price/",80.0
609,Savera,,Not worth it for the money we paid..!,60.0
610,Ginger Hotel,,"Hotel was nice, the staff was excellent and the service was great, BUT there was heavy construction going in right next to the hotel building. The construction noise was annoying till late night and early morning.",60.0
611,Dee Cee Manor,Spacious rooms & centrally located,"This good and old hotel once upon a time. Although, rooms is spacious, service was up keep etc. Not up to the standard to this tariff tag. The complimentary breakfast is not good. The hotel is centrally located and that is the advantage. People who are for shopping and business in nearby area can always prefer this hotel.",71.0
612,BKR Grand,Ideal location & value for money,"At full price and including the taxes, the rates seem slightly high. Best USP are the Car Parking (Though Small and on high occupancy days, you may have problems, Restaurant and Bar). Ideal location for persons having work in T Nagar / Pondy bazaar. Did all my work walking while my car was safe in the parking lot. This area is heavily congested and walking or taking an Auto is best if possible.",86.0
